id,Rings
90918,8
90919,9
90920,12
90921,7
90922,8
90923,10
90924,11
90925,11
90926,10
90927,11
90928,13
90929,13
90930,10
90931,11
90932,13
90933,10
90934,15
90935,8
90936,10
90937,11
90938,9
90939,10
90940,8
90941,8
90942,5
90943,13
90944,7
90945,9
90946,9
90947,10
90948,11
90949,12
90950,12
90951,10
90952,8
90953,8
90954,12
90955,8
90956,8
90957,10
90958,4
90959,7
90960,11
90961,7
90962,11
90963,5
90964,12
90965,6
90966,12
90967,10
90968,11
90969,10
90970,9
90971,8
90972,10
90973,10
90974,9
90975,11
90976,8
90977,9
90978,7
90979,9
90980,9
90981,12
90982,12
90983,4
90984,9
90985,6
90986,14
90987,9
90988,8
90989,12
90990,9
90991,8
90992,5
90993,9
90994,12
90995,7
90996,16
90997,10
90998,7
90999,6
91000,13
91001,8
91002,9
91003,11
91004,10
91005,8
91006,12
91007,8
91008,8
91009,12
91010,10
91011,11
91012,9
91013,11
91014,9
91015,9
91016,8
91017,11
91018,7
91019,11
91020,8
91021,11
91022,8
91023,5
91024,7
91025,12
91026,9
91027,8
91028,12
91029,10
91030,9
91031,8
91032,7
91033,4
91034,10
91035,9
91036,13
91037,7
91038,15
91039,12
91040,9
91041,7
91042,10
91043,11
91044,8
91045,7
91046,8
91047,7
91048,10
91049,10
91050,10
91051,8
91052,11
91053,11
91054,9
91055,7
91056,13
91057,11
91058,16
91059,13
91060,10
91061,8
91062,14
91063,8
91064,10
91065,9
91066,9
91067,8
91068,10
91069,9
91070,9
91071,8
91072,5
91073,6
91074,13
91075,7
91076,12
91077,8
91078,7
91079,7
91080,9
91081,8
91082,10
91083,12
91084,8
91085,13
91086,11
91087,14
91088,10
91089,9
91090,11
91091,10
91092,11
91093,7
91094,6
91095,11
91096,12
91097,15
91098,7
91099,7
91100,9
91101,12
91102,8
91103,9
91104,9
91105,15
91106,11
91107,7
91108,11
91109,12
91110,14
91111,9
91112,8
91113,10
91114,6
91115,11
91116,6
91117,9
91118,7
91119,8
91120,10
91121,9
91122,6
91123,10
91124,15
91125,8
91126,10
91127,6
91128,7
91129,9
91130,9
91131,8
91132,12
91133,11
91134,10
91135,7
91136,11
91137,11
91138,8
91139,9
91140,9
91141,9
91142,11
91143,7
91144,10
91145,12
91146,6
91147,11
91148,13
91149,8
91150,15
91151,12
91152,9
91153,9
91154,8
91155,10
91156,7
91157,12
91158,9
91159,10
91160,9
91161,9
91162,11
91163,5
91164,9
91165,11
91166,11
91167,8
91168,15
91169,9
91170,7
91171,9
91172,9
91173,11
91174,6
91175,10
91176,11
91177,11
91178,4
91179,12
91180,12
91181,9
91182,10
91183,7
91184,7
91185,11
91186,10
91187,9
91188,9
91189,10
91190,6
91191,8
91192,13
91193,9
91194,8
91195,8
91196,8
91197,8
91198,7
91199,7
91200,10
91201,10
91202,13
91203,8
91204,7
91205,17
91206,13
91207,14
91208,10
91209,10
91210,7
91211,11
91212,10
91213,6
91214,13
91215,9
91216,5
91217,9
91218,9
91219,10
91220,10
91221,7
91222,13
91223,11
91224,10
91225,10
91226,12
91227,7
91228,9
91229,10
91230,10
91231,12
91232,7
91233,14
91234,7
91235,9
91236,10
91237,8
91238,9
91239,8
91240,9
91241,13
91242,10
91243,10
91244,12
91245,13
91246,7
91247,10
91248,11
91249,11
91250,7
91251,13
91252,11
91253,8
91254,7
91255,13
91256,10
91257,7
91258,8
91259,13
91260,10
91261,9
91262,9
91263,6
91264,8
91265,7
91266,11
91267,8
91268,7
91269,12
91270,18
91271,7
91272,9
91273,14
91274,10
91275,9
91276,12
91277,11
91278,11
91279,8
91280,9
91281,7
91282,11
91283,9
91284,9
91285,9
91286,9
91287,9
91288,10
91289,9
91290,7
91291,7
91292,18
91293,10
91294,9
91295,16
91296,9
91297,12
91298,16
91299,7
91300,8
91301,8
91302,9
91303,9
91304,11
91305,11
91306,6
91307,10
91308,11
91309,13
91310,11
91311,8
91312,10
91313,9
91314,6
91315,9
91316,7
91317,10
91318,8
91319,7
91320,8
91321,7
91322,4
91323,9
91324,8
91325,7
91326,11
91327,15
91328,11
91329,10
91330,9
91331,9
91332,15
91333,9
91334,11
91335,4
91336,14
91337,10
91338,9
91339,10
91340,7
91341,6
91342,10
91343,7
91344,7
91345,7
91346,7
91347,13
91348,9
91349,10
91350,4
91351,13
91352,9
91353,11
91354,9
91355,7
91356,12
91357,11
91358,18
91359,12
91360,6
91361,10
91362,8
91363,12
91364,8
91365,7
91366,10
91367,11
91368,7
91369,9
91370,11
91371,8
91372,7
91373,11
91374,7
91375,9
91376,8
91377,10
91378,12
91379,7
91380,9
91381,11
91382,4
91383,6
91384,9
91385,11
91386,10
91387,11
91388,12
91389,5
91390,8
91391,8
91392,11
91393,8
91394,10
91395,10
91396,10
91397,11
91398,11
91399,8
91400,7
91401,9
91402,13
91403,5
91404,10
91405,12
91406,14
91407,7
91408,8
91409,11
91410,10
91411,12
91412,14
91413,9
91414,8
91415,9
91416,9
91417,9
91418,12
91419,12
91420,12
91421,10
91422,9
91423,15
91424,7
91425,10
91426,8
91427,9
91428,10
91429,8
91430,13
91431,7
91432,16
91433,7
91434,11
91435,11
91436,12
91437,12
91438,9
91439,13
91440,12
91441,8
91442,10
91443,14
91444,11
91445,10
91446,7
91447,16
91448,7
91449,10
91450,15
91451,12
91452,10
91453,9
91454,10
91455,16
91456,10
91457,6
91458,9
91459,10
91460,11
91461,11
91462,8
91463,12
91464,9
91465,9
91466,10
91467,19
91468,11
91469,12
91470,7
91471,10
91472,4
91473,10
91474,11
91475,9
91476,13
91477,7
91478,9
91479,4
91480,13
91481,14
91482,10
91483,8
91484,6
91485,9
91486,10
91487,9
91488,12
91489,16
91490,11
91491,8
91492,10
91493,8
91494,11
91495,11
91496,10
91497,8
91498,7
91499,9
91500,9
91501,10
91502,10
91503,9
91504,8
91505,8
91506,12
91507,11
91508,9
91509,11
91510,11
91511,11
91512,10
91513,9
91514,8
91515,10
91516,10
91517,4
91518,11
91519,7
91520,7
91521,12
91522,8
91523,12
91524,7
91525,12
91526,8
91527,9
91528,13
91529,10
91530,7
91531,10
91532,14
91533,16
91534,9
91535,9
91536,9
91537,13
91538,8
91539,9
91540,12
91541,10
91542,10
91543,17
91544,9
91545,7
91546,12
91547,9
91548,10
91549,8
91550,9
91551,9
91552,10
91553,10
91554,7
91555,8
91556,6
91557,11
91558,14
91559,7
91560,9
91561,10
91562,10
91563,8
91564,11
91565,13
91566,5
91567,9
91568,11
91569,4
91570,10
91571,10
91572,13
91573,8
91574,11
91575,10
91576,9
91577,11
91578,9
91579,11
91580,11
91581,10
91582,11
91583,9
91584,9
91585,12
91586,12
91587,6
91588,12
91589,6
91590,10
91591,5
91592,7
91593,6
91594,8
91595,8
91596,7
91597,9
91598,12
91599,11
91600,9
91601,7
91602,10
91603,8
91604,9
91605,8
91606,11
91607,9
91608,7
91609,15
91610,10
91611,9
91612,11
91613,10
91614,11
91615,10
91616,9
91617,7
91618,9
91619,9
91620,7
91621,10
91622,9
91623,17
91624,9
91625,6
91626,10
91627,9
91628,10
91629,10
91630,11
91631,9
91632,11
91633,10
91634,7
91635,9
91636,7
91637,12
91638,11
91639,10
91640,8
91641,6
91642,10
91643,10
91644,10
91645,6
91646,6
91647,13
91648,9
91649,10
91650,9
91651,8
91652,10
91653,7
91654,7
91655,15
91656,5
91657,8
91658,6
91659,10
91660,10
91661,9
91662,7
91663,4
91664,10
91665,8
91666,16
91667,6
91668,17
91669,10
91670,7
91671,8
91672,8
91673,10
91674,10
91675,11
91676,9
91677,15
91678,6
91679,10
91680,13
91681,11
91682,9
91683,4
91684,11
91685,7
91686,8
91687,11
91688,18
91689,9
91690,8
91691,5
91692,11
91693,9
91694,10
91695,8
91696,7
91697,10
91698,4
91699,11
91700,8
91701,11
91702,10
91703,10
91704,7
91705,8
91706,9
91707,10
91708,12
91709,11
91710,10
91711,16
91712,11
91713,13
91714,14
91715,11
91716,14
91717,12
91718,9
91719,15
91720,9
91721,11
91722,10
91723,14
91724,7
91725,13
91726,9
91727,4
91728,9
91729,14
91730,10
91731,15
91732,7
91733,12
91734,12
91735,8
91736,6
91737,8
91738,9
91739,10
91740,13
91741,10
91742,10
91743,8
91744,10
91745,8
91746,12
91747,7
91748,11
91749,14
91750,8
91751,6
91752,6
91753,7
91754,11
91755,9
91756,9
91757,11
91758,10
91759,10
91760,14
91761,8
91762,9
91763,5
91764,11
91765,10
91766,8
91767,8
91768,11
91769,15
91770,7
91771,13
91772,10
91773,9
91774,11
91775,6
91776,12
91777,4
91778,14
91779,9
91780,7
91781,9
91782,14
91783,10
91784,8
91785,11
91786,9
91787,12
91788,13
91789,10
91790,11
91791,7
91792,5
91793,11
91794,11
91795,16
91796,8
91797,16
91798,9
91799,13
91800,12
91801,9
91802,11
91803,6
91804,7
91805,13
91806,8
91807,5
91808,11
91809,10
91810,13
91811,11
91812,7
91813,8
91814,10
91815,10
91816,9
91817,8
91818,7
91819,6
91820,9
91821,6
91822,11
91823,12
91824,7
91825,9
91826,8
91827,9
91828,9
91829,11
91830,7
91831,9
91832,7
91833,9
91834,10
91835,6
91836,7
91837,9
91838,9
91839,13
91840,8
91841,10
91842,8
91843,11
91844,5
91845,12
91846,10
91847,7
91848,10
91849,14
91850,9
91851,10
91852,13
91853,10
91854,8
91855,9
91856,9
91857,8
91858,10
91859,9
91860,9
91861,7
91862,8
91863,7
91864,4
91865,12
91866,7
91867,10
91868,9
91869,9
91870,12
91871,11
91872,5
91873,13
91874,11
91875,6
91876,8
91877,8
91878,10
91879,7
91880,12
91881,9
91882,14
91883,16
91884,9
91885,5
91886,6
91887,8
91888,9
91889,12
91890,10
91891,12
91892,4
91893,9
91894,7
91895,11
91896,9
91897,11
91898,9
91899,13
91900,7
91901,9
91902,7
91903,7
91904,13
91905,13
91906,17
91907,11
91908,10
91909,7
91910,15
91911,10
91912,8
91913,8
91914,8
91915,9
91916,10
91917,13
91918,7
91919,8
91920,7
91921,10
91922,15
91923,5
91924,12
91925,12
91926,12
91927,9
91928,7
91929,10
91930,10
91931,14
91932,11
91933,7
91934,8
91935,9
91936,12
91937,10
91938,10
91939,9
91940,14
91941,11
91942,10
91943,12
91944,8
91945,10
91946,9
91947,10
91948,10
91949,10
91950,11
91951,7
91952,8
91953,11
91954,12
91955,5
91956,9
91957,13
91958,9
91959,7
91960,10
91961,8
91962,8
91963,9
91964,10
91965,13
91966,13
91967,7
91968,13
91969,7
91970,9
91971,12
91972,10
91973,12
91974,9
91975,8
91976,10
91977,11
91978,9
91979,8
91980,7
91981,8
91982,9
91983,7
91984,7
91985,6
91986,10
91987,8
91988,7
91989,9
91990,9
91991,8
91992,12
91993,15
91994,4
91995,9
91996,11
91997,11
91998,8
91999,9
92000,8
92001,12
92002,9
92003,11
92004,10
92005,6
92006,9
92007,10
92008,10
92009,9
92010,8
92011,8
92012,12
92013,8
92014,9
92015,6
92016,10
92017,8
92018,16
92019,11
92020,9
92021,8
92022,9
92023,11
92024,12
92025,15
92026,9
92027,5
92028,6
92029,12
92030,11
92031,8
92032,7
92033,10
92034,7
92035,10
92036,10
92037,7
92038,7
92039,10
92040,9
92041,8
92042,10
92043,14
92044,8
92045,4
92046,16
92047,10
92048,9
92049,8
92050,12
92051,7
92052,12
92053,11
92054,7
92055,10
92056,12
92057,10
92058,15
92059,8
92060,9
92061,9
92062,8
92063,7
92064,15
92065,12
92066,11
92067,5
92068,11
92069,9
92070,11
92071,13
92072,9
92073,6
92074,13
92075,9
92076,12
92077,9
92078,12
92079,9
92080,8
92081,9
92082,11
92083,10
92084,11
92085,8
92086,11
92087,4
92088,8
92089,9
92090,21
92091,6
92092,8
92093,8
92094,8
92095,9
92096,11
92097,11
92098,8
92099,10
92100,11
92101,9
92102,11
92103,5
92104,12
92105,8
92106,14
92107,5
92108,10
92109,14
92110,7
92111,13
92112,6
92113,7
92114,10
92115,10
92116,10
92117,10
92118,13
92119,6
92120,5
92121,9
92122,10
92123,11
92124,11
92125,13
92126,7
92127,8
92128,5
92129,7
92130,7
92131,7
92132,10
92133,7
92134,14
92135,6
92136,8
92137,7
92138,5
92139,11
92140,7
92141,6
92142,11
92143,7
92144,8
92145,10
92146,8
92147,7
92148,10
92149,14
92150,9
92151,9
92152,13
92153,8
92154,13
92155,18
92156,9
92157,8
92158,9
92159,13
92160,7
92161,15
92162,6
92163,11
92164,11
92165,13
92166,10
92167,15
92168,8
92169,14
92170,8
92171,14
92172,9
92173,10
92174,11
92175,7
92176,8
92177,9
92178,12
92179,9
92180,8
92181,10
92182,9
92183,7
92184,12
92185,15
92186,13
92187,12
92188,7
92189,5
92190,8
92191,8
92192,10
92193,7
92194,8
92195,5
92196,9
92197,7
92198,9
92199,9
92200,13
92201,13
92202,8
92203,10
92204,11
92205,9
92206,12
92207,10
92208,5
92209,9
92210,9
92211,8
92212,9
92213,14
92214,9
92215,10
92216,10
92217,6
92218,6
92219,9
92220,10
92221,11
92222,10
92223,8
92224,10
92225,9
92226,11
92227,11
92228,12
92229,7
92230,11
92231,10
92232,17
92233,14
92234,5
92235,10
92236,13
92237,9
92238,8
92239,7
92240,10
92241,9
92242,11
92243,9
92244,11
92245,9
92246,9
92247,15
92248,8
92249,8
92250,10
92251,9
92252,10
92253,7
92254,5
92255,8
92256,8
92257,11
92258,12
92259,9
92260,11
92261,10
92262,10
92263,12
92264,9
92265,8
92266,10
92267,8
92268,12
92269,12
92270,8
92271,7
92272,13
92273,13
92274,13
92275,19
92276,11
92277,9
92278,12
92279,9
92280,4
92281,13
92282,9
92283,9
92284,7
92285,9
92286,11
92287,9
92288,4
92289,8
92290,5
92291,6
92292,9
92293,9
92294,16
92295,11
92296,10
92297,7
92298,12
92299,12
92300,10
92301,9
92302,5
92303,9
92304,12
92305,9
92306,14
92307,8
92308,11
92309,10
92310,11
92311,5
92312,11
92313,9
92314,12
92315,9
92316,6
92317,7
92318,8
92319,5
92320,5
92321,8
92322,8
92323,7
92324,13
92325,9
92326,7
92327,10
92328,8
92329,8
92330,9
92331,10
92332,11
92333,12
92334,12
92335,9
92336,7
92337,4
92338,13
92339,8
92340,8
92341,6
92342,17
92343,7
92344,6
92345,8
92346,8
92347,12
92348,15
92349,9
92350,6
92351,12
92352,11
92353,9
92354,8
92355,13
92356,6
92357,9
92358,9
92359,9
92360,12
92361,12
92362,12
92363,12
92364,7
92365,11
92366,9
92367,9
92368,11
92369,9
92370,11
92371,10
92372,9
92373,11
92374,5
92375,7
92376,10
92377,13
92378,11
92379,13
92380,8
92381,4
92382,9
92383,14
92384,15
92385,7
92386,10
92387,6
92388,6
92389,6
92390,8
92391,9
92392,10
92393,5
92394,5
92395,15
92396,6
92397,14
92398,9
92399,6
92400,14
92401,8
92402,5
92403,8
92404,8
92405,15
92406,12
92407,5
92408,8
92409,11
92410,9
92411,11
92412,12
92413,9
92414,12
92415,7
92416,11
92417,10
92418,12
92419,13
92420,11
92421,10
92422,8
92423,15
92424,10
92425,6
92426,9
92427,10
92428,10
92429,12
92430,9
92431,14
92432,12
92433,9
92434,8
92435,8
92436,10
92437,4
92438,15
92439,8
92440,4
92441,9
92442,9
92443,10
92444,9
92445,8
92446,8
92447,8
92448,9
92449,9
92450,15
92451,11
92452,10
92453,8
92454,11
92455,12
92456,10
92457,10
92458,10
92459,8
92460,10
92461,9
92462,13
92463,12
92464,10
92465,9
92466,14
92467,15
92468,9
92469,9
92470,10
92471,8
92472,12
92473,10
92474,11
92475,9
92476,9
92477,9
92478,13
92479,7
92480,10
92481,9
92482,13
92483,8
92484,10
92485,11
92486,15
92487,10
92488,7
92489,9
92490,12
92491,10
92492,11
92493,6
92494,15
92495,8
92496,5
92497,10
92498,5
92499,6
92500,9
92501,6
92502,11
92503,10
92504,9
92505,9
92506,14
92507,9
92508,11
92509,9
92510,11
92511,16
92512,15
92513,8
92514,9
92515,16
92516,5
92517,8
92518,9
92519,10
92520,8
92521,8
92522,11
92523,7
92524,12
92525,10
92526,10
92527,10
92528,9
92529,11
92530,12
92531,7
92532,8
92533,7
92534,14
92535,12
92536,9
92537,11
92538,7
92539,10
92540,10
92541,10
92542,11
92543,16
92544,10
92545,12
92546,14
92547,9
92548,4
92549,10
92550,11
92551,9
92552,10
92553,8
92554,7
92555,10
92556,10
92557,12
92558,12
92559,11
92560,15
92561,11
92562,10
92563,10
92564,12
92565,7
92566,11
92567,9
92568,10
92569,8
92570,6
92571,17
92572,10
92573,10
92574,9
92575,5
92576,9
92577,11
92578,8
92579,6
92580,7
92581,13
92582,10
92583,8
92584,5
92585,10
92586,7
92587,11
92588,11
92589,15
92590,9
92591,13
92592,10
92593,9
92594,14
92595,10
92596,9
92597,11
92598,8
92599,9
92600,6
92601,11
92602,6
92603,8
92604,8
92605,4
92606,15
92607,6
92608,11
92609,10
92610,14
92611,12
92612,7
92613,7
92614,11
92615,13
92616,9
92617,11
92618,10
92619,10
92620,14
92621,10
92622,12
92623,8
92624,9
92625,8
92626,13
92627,10
92628,9
92629,9
92630,8
92631,7
92632,12
92633,10
92634,10
92635,7
92636,10
92637,9
92638,11
92639,14
92640,10
92641,7
92642,9
92643,7
92644,15
92645,7
92646,7
92647,10
92648,14
92649,10
92650,11
92651,15
92652,9
92653,15
92654,8
92655,9
92656,10
92657,8
92658,6
92659,4
92660,8
92661,7
92662,12
92663,9
92664,11
92665,10
92666,6
92667,13
92668,12
92669,11
92670,10
92671,8
92672,10
92673,11
92674,6
92675,15
92676,10
92677,8
92678,7
92679,6
92680,4
92681,13
92682,8
92683,8
92684,8
92685,10
92686,11
92687,6
92688,12
92689,10
92690,7
92691,8
92692,11
92693,5
92694,16
92695,9
92696,13
92697,9
92698,4
92699,8
92700,5
92701,12
92702,9
92703,9
92704,10
92705,11
92706,7
92707,11
92708,8
92709,9
92710,10
92711,7
92712,6
92713,10
92714,9
92715,9
92716,11
92717,12
92718,9
92719,13
92720,9
92721,7
92722,18
92723,9
92724,7
92725,7
92726,8
92727,10
92728,16
92729,10
92730,12
92731,12
92732,13
92733,14
92734,10
92735,7
92736,10
92737,12
92738,10
92739,9
92740,8
92741,7
92742,11
92743,10
92744,4
92745,11
92746,10
92747,10
92748,10
92749,8
92750,7
92751,10
92752,9
92753,4
92754,7
92755,15
92756,8
92757,7
92758,6
92759,10
92760,8
92761,11
92762,10
92763,12
92764,5
92765,6
92766,8
92767,11
92768,9
92769,10
92770,8
92771,10
92772,9
92773,7
92774,8
92775,8
92776,8
92777,9
92778,9
92779,14
92780,9
92781,11
92782,11
92783,10
92784,9
92785,17
92786,9
92787,11
92788,8
92789,14
92790,12
92791,11
92792,10
92793,7
92794,9
92795,9
92796,11
92797,8
92798,9
92799,6
92800,8
92801,11
92802,10
92803,12
92804,8
92805,9
92806,12
92807,15
92808,7
92809,9
92810,8
92811,6
92812,9
92813,10
92814,11
92815,10
92816,6
92817,7
92818,7
92819,9
92820,11
92821,12
92822,10
92823,8
92824,8
92825,9
92826,9
92827,9
92828,9
92829,8
92830,15
92831,15
92832,5
92833,9
92834,13
92835,10
92836,10
92837,10
92838,8
92839,11
92840,6
92841,9
92842,7
92843,8
92844,12
92845,5
92846,11
92847,9
92848,6
92849,11
92850,8
92851,7
92852,6
92853,11
92854,10
92855,10
92856,9
92857,7
92858,6
92859,9
92860,10
92861,9
92862,8
92863,7
92864,10
92865,7
92866,11
92867,10
92868,6
92869,9
92870,11
92871,5
92872,9
92873,4
92874,7
92875,9
92876,4
92877,13
92878,10
92879,11
92880,9
92881,5
92882,7
92883,10
92884,10
92885,8
92886,4
92887,12
92888,11
92889,5
92890,9
92891,11
92892,13
92893,9
92894,9
92895,9
92896,8
92897,9
92898,12
92899,10
92900,7
92901,8
92902,11
92903,12
92904,15
92905,13
92906,7
92907,9
92908,7
92909,10
92910,7
92911,7
92912,7
92913,8
92914,9
92915,10
92916,8
92917,4
92918,8
92919,7
92920,7
92921,8
92922,12
92923,8
92924,10
92925,12
92926,15
92927,9
92928,13
92929,12
92930,9
92931,8
92932,8
92933,6
92934,11
92935,9
92936,15
92937,15
92938,9
92939,5
92940,10
92941,6
92942,9
92943,11
92944,7
92945,12
92946,9
92947,9
92948,7
92949,11
92950,6
92951,6
92952,12
92953,7
92954,12
92955,6
92956,15
92957,10
92958,7
92959,7
92960,13
92961,7
92962,11
92963,8
92964,13
92965,7
92966,9
92967,6
92968,10
92969,4
92970,12
92971,11
92972,12
92973,13
92974,10
92975,14
92976,8
92977,12
92978,9
92979,11
92980,11
92981,10
92982,10
92983,15
92984,12
92985,10
92986,5
92987,9
92988,8
92989,8
92990,12
92991,10
92992,10
92993,8
92994,9
92995,8
92996,9
92997,9
92998,20
92999,9
93000,12
93001,6
93002,16
93003,7
93004,9
93005,10
93006,11
93007,10
93008,12
93009,13
93010,8
93011,7
93012,9
93013,9
93014,5
93015,7
93016,8
93017,12
93018,13
93019,7
93020,8
93021,9
93022,11
93023,4
93024,8
93025,9
93026,12
93027,7
93028,12
93029,7
93030,17
93031,11
93032,17
93033,10
93034,9
93035,11
93036,15
93037,8
93038,9
93039,5
93040,15
93041,10
93042,12
93043,9
93044,8
93045,11
93046,8
93047,6
93048,12
93049,9
93050,10
93051,8
93052,12
93053,13
93054,9
93055,6
93056,9
93057,11
93058,10
93059,8
93060,14
93061,14
93062,10
93063,11
93064,7
93065,11
93066,12
93067,4
93068,8
93069,8
93070,14
93071,9
93072,13
93073,11
93074,10
93075,12
93076,13
93077,9
93078,10
93079,8
93080,13
93081,10
93082,8
93083,9
93084,10
93085,11
93086,8
93087,5
93088,9
93089,8
93090,12
93091,12
93092,10
93093,8
93094,4
93095,9
93096,9
93097,6
93098,6
93099,9
93100,9
93101,10
93102,8
93103,9
93104,10
93105,10
93106,9
93107,8
93108,11
93109,8
93110,10
93111,15
93112,8
93113,10
93114,9
93115,12
93116,10
93117,13
93118,12
93119,11
93120,14
93121,9
93122,9
93123,11
93124,11
93125,9
93126,9
93127,12
93128,8
93129,11
93130,10
93131,14
93132,10
93133,15
93134,11
93135,17
93136,7
93137,9
93138,10
93139,8
93140,11
93141,7
93142,11
93143,10
93144,7
93145,10
93146,6
93147,10
93148,10
93149,9
93150,7
93151,10
93152,10
93153,11
93154,8
93155,11
93156,11
93157,8
93158,7
93159,9
93160,9
93161,8
93162,8
93163,10
93164,7
93165,6
93166,6
93167,14
93168,9
93169,10
93170,8
93171,10
93172,12
93173,16
93174,12
93175,11
93176,11
93177,7
93178,11
93179,10
93180,10
93181,10
93182,5
93183,12
93184,6
93185,7
93186,11
93187,5
93188,9
93189,11
93190,14
93191,10
93192,8
93193,8
93194,10
93195,10
93196,12
93197,11
93198,14
93199,15
93200,14
93201,8
93202,10
93203,7
93204,7
93205,9
93206,8
93207,8
93208,12
93209,8
93210,14
93211,11
93212,9
93213,5
93214,4
93215,10
93216,9
93217,10
93218,8
93219,9
93220,7
93221,13
93222,12
93223,12
93224,11
93225,10
93226,12
93227,10
93228,10
93229,9
93230,13
93231,6
93232,10
93233,8
93234,10
93235,9
93236,12
93237,6
93238,9
93239,8
93240,11
93241,11
93242,13
93243,10
93244,9
93245,9
93246,9
93247,10
93248,11
93249,10
93250,9
93251,8
93252,9
93253,7
93254,12
93255,11
93256,8
93257,15
93258,6
93259,8
93260,8
93261,13
93262,8
93263,15
93264,12
93265,7
93266,10
93267,9
93268,8
93269,11
93270,9
93271,8
93272,11
93273,10
93274,8
93275,10
93276,8
93277,9
93278,11
93279,12
93280,11
93281,9
93282,13
93283,11
93284,7
93285,5
93286,12
93287,11
93288,9
93289,11
93290,18
93291,17
93292,8
93293,12
93294,10
93295,7
93296,12
93297,11
93298,10
93299,8
93300,11
93301,9
93302,6
93303,12
93304,10
93305,8
93306,10
93307,11
93308,10
93309,7
93310,14
93311,8
93312,8
93313,7
93314,10
93315,15
93316,9
93317,14
93318,10
93319,5
93320,7
93321,10
93322,8
93323,9
93324,9
93325,10
93326,7
93327,9
93328,10
93329,11
93330,8
93331,9
93332,11
93333,11
93334,6
93335,10
93336,12
93337,10
93338,10
93339,14
93340,5
93341,12
93342,7
93343,7
93344,7
93345,12
93346,12
93347,10
93348,13
93349,12
93350,8
93351,9
93352,11
93353,8
93354,7
93355,10
93356,11
93357,10
93358,8
93359,7
93360,12
93361,8
93362,10
93363,13
93364,14
93365,9
93366,13
93367,8
93368,9
93369,5
93370,11
93371,9
93372,9
93373,9
93374,8
93375,10
93376,9
93377,6
93378,9
93379,10
93380,7
93381,10
93382,7
93383,7
93384,12
93385,8
93386,7
93387,9
93388,11
93389,9
93390,9
93391,9
93392,6
93393,9
93394,9
93395,6
93396,9
93397,8
93398,7
93399,9
93400,10
93401,8
93402,9
93403,7
93404,10
93405,10
93406,11
93407,12
93408,9
93409,11
93410,7
93411,12
