10min_Interval,V1,V2,V3,V4
235,77.94387713,71.16133432,87.83731772,75.22709074
236,57.39829107,76.81286924,89.83892387,79.26391342
237,68.47456378,72.13848328,81.13255951,79.61664159
238,65.10818838,73.18205909,97.13289509,84.0724057
239,60.08021594,71.64708238,87.40030357,79.45840956
240,77.51278961,70.18702996,93.16421342,73.7155566
241,70.69545086,74.21938467,79.89451039,85.71009933
242,68.22122479,73.95218306,90.3974869,75.78562493
243,75.26506685,71.51569518,97.49645944,73.65590784
244,62.6220125,65.10050814,89.19036599,79.2513765
245,73.85178833,64.46335641,85.64213761,80.69910924
246,61.65630215,70.53260876,92.00525233,71.07394323
247,69.39455628,80.21213383,94.04507823,72.46502986
248,70.61336425,74.32417475,86.28506779,75.83450355
249,73.02134796,78.63603012,85.21405962,85.46117524
250,69.26096618,68.74179114,88.53012556,77.45246467
251,63.91627759,71.88327923,82.70678018,71.53822264
252,67.92072856,70.05877752,86.41069369,86.63676877
253,58.55427169,62.75385446,98.95202947,81.41494217
254,58.12608141,66.32089271,80.32867949,77.03236071
255,65.46302347,66.24573115,84.43311544,71.92843331
256,58.00704645,67.35646626,87.26257261,81.72384121
257,68.43558331,67.24904117,82.18467609,74.60161282
258,70.85892224,67.34890911,86.3516522,82.14776171
259,68.96758679,65.82961884,77.65424709,80.24827517
260,65.37449099,72.82198212,91.9314072,75.64064659
261,65.76602691,78.04801762,86.76480031,79.71773809
262,65.43699988,70.73328236,92.27576753,78.47055203
263,71.97088178,66.09672748,87.38157131,89.26266453
264,63.10745227,70.14425903,89.66821737,74.96772566
265,64.10542231,75.96970456,91.32253256,77.33280262
266,66.17509465,64.80235763,79.29134305,72.50472759
267,66.29853121,72.67474131,86.87345818,80.56389883
268,58.23653421,71.53936531,84.70228217,80.83231124
269,67.33421166,69.35879802,90.63787877,72.25554656
270,67.3939857,61.57686317,93.52724062,78.54495271
271,65.79876593,83.34778098,84.86014157,78.42050181
272,59.16753654,71.33057899,89.81312112,74.95407305
273,65.08915321,73.88396181,93.99305245,82.90168915
274,70.932019,82.1422529,82.50820445,68.71011844
275,65.31409034,66.77192503,92.44162133,75.32333319
276,70.22103111,66.12215081,86.1746334,83.83245019
277,56.68837243,74.0947518,95.49429113,83.28562962
278,62.09482127,71.11411889,92.16915853,78.11624298
279,59.14745587,78.99534174,88.77010884,75.10558528
280,68.81862403,75.25133924,93.28026803,82.18082566
281,69.72488515,73.24797231,81.01362401,79.68696513
282,68.70565285,81.09794793,90.1944743,77.68649775
283,62.72485436,64.89006952,80.88253894,75.24061518
284,69.46927816,73.58865674,93.11852301,77.05756118
285,62.79134246,73.67209521,84.4149459,71.51464555
286,71.50757592,70.35835369,85.10900324,71.02390067
287,70.15117471,68.2744734,94.37425392,75.35918964
288,76.48470505,76.08628064,95.78375349,81.61544866
289,67.99348008,63.43799295,86.80510646,77.53463471
290,68.52294949,72.14630085,83.26687547,78.50107691
291,72.00961948,66.88468048,86.94364622,78.47057948
292,62.15736317,64.76843515,83.94565612,78.22179954
293,67.9803721,67.67306157,85.02596979,81.26134422
294,68.95725174,68.91073343,85.38377665,78.3732776
295,65.36196395,69.1768225,83.22657575,82.84121104
296,64.86062617,65.75467308,96.32299083,84.11481373
297,74.43877472,77.48428711,80.42206108,75.08944884
298,70.7812129,65.68867277,84.44910431,71.93656332
299,71.39636415,62.59816599,90.88393584,80.3393973
300,71.52311954,70.36273112,82.83885265,84.61849116
301,73.34196849,68.50227048,91.98319069,82.48039202
302,78.01964847,64.3374833,87.0647294,81.24691632
303,76.14713739,71.94568313,89.55081515,80.84946013
304,73.21511274,70.30660285,87.77957953,73.04397407
305,81.11518368,61.98615253,87.86826335,73.0181928
306,65.42647248,64.98700678,92.53177014,79.99460203
307,72.69747953,66.19264043,90.40298923,71.29495598
308,75.82828476,69.23685263,86.64089777,76.25940971
309,76.01807356,58.64037005,90.14546891,77.7326565
310,74.06057699,74.825473,90.00253796,76.60730655
311,69.82402887,68.21222886,82.34232382,83.69881053
312,77.37342749,57.8965652,89.10976415,87.49302859
313,77.01771326,67.1981699,77.63914291,82.37958667
314,69.75944092,63.53802541,83.96818794,86.83183549
315,63.55396157,71.40638987,85.6701925,78.68136375
316,69.92415189,69.09507532,89.12299512,72.08354196
317,73.77969413,63.60998437,90.93442384,74.61624085
318,78.01567705,66.59449536,98.42892656,77.67226079
319,71.15127775,74.76281292,90.80740381,72.48291162
320,71.02064043,75.15968343,90.3885975,88.99386861
321,71.87147713,62.40855755,89.87052199,87.72681645
322,70.10839188,66.66622752,92.10977669,72.6789968
323,67.03439562,65.26842134,81.91855165,75.29874739
324,74.43695312,69.5008856,86.98949257,81.44960484
325,73.63486659,65.06081565,76.61739106,75.73372162
326,75.42382576,69.09928568,94.25246105,80.83216535
327,71.32480579,75.18379198,89.14986842,73.64860937
328,72.35900857,81.40809371,85.43077924,80.84476636
329,62.34255327,74.63268813,89.32428827,80.57697328
330,72.70670552,73.97488352,89.39715014,67.71126127
331,74.1663385,69.09284713,88.65165528,85.13418786
332,70.13004369,70.54345405,84.3560131,87.78796816
333,78.48200449,71.19399796,94.63031301,75.8031983
334,74.33207873,71.07870861,82.03864248,69.20363473
335,71.85593512,73.65439024,87.00815983,86.22669303
336,71.13004772,70.51258266,82.45543591,85.74302578
337,73.49420695,68.8124482,77.52031911,82.29434278
338,79.5366887,71.01735378,80.64373213,82.84007763
339,82.53004792,74.02708333,84.64082952,77.27555322
340,79.34843523,72.72701098,80.58508884,74.3492618
341,74.13753442,60.14072499,95.33294159,83.01381089
342,76.88944604,67.46253311,89.99863625,78.9220487
343,78.9831656,65.23554088,87.66757026,67.22711569
344,77.0351851,67.07868317,89.83678665,88.43677771
345,71.16332579,68.77647524,80.76470414,80.24129697
346,83.26833014,64.95968963,84.22495849,81.95527835
347,80.27769384,75.84582991,78.03646061,65.4118251
348,66.24055239,69.66484044,82.09774871,73.06758146
349,70.91808599,65.2601163,83.01043257,70.78809166
350,69.60474816,68.46298221,85.33221668,79.62619663
351,75.72693347,59.55869618,85.95609988,85.57326764
352,80.50022515,71.45507239,79.90126405,89.87071274
353,76.50223133,63.72958505,90.02391358,71.73404194
354,73.35641317,72.63905078,80.38925144,82.16757142
355,71.45569114,71.60693064,89.06754192,84.46319438
356,79.68114883,67.71303572,79.69275446,80.22636939
357,73.41181518,74.78944682,91.88767514,80.82665147
358,82.64867204,70.80302406,76.16173234,81.48111167
359,71.08888525,67.18186587,87.8080956,78.85415839
360,85.6507775,68.71268573,77.1401122,69.46307957
361,80.98401325,74.44622338,89.42666577,74.68834924
362,76.5606641,75.06229893,91.12385347,82.8098082
363,71.2831518,66.44742422,85.81126126,82.40829494
364,71.40650034,67.59683332,86.64166896,80.71643065
365,72.7983279,74.00293941,82.0149427,87.12433263
366,75.2004126,75.60207239,83.1761712,70.32797682
367,75.29077154,69.27627908,87.1841209,79.37301121
368,81.59764825,64.38010182,83.19356407,73.89019263
369,77.72543,64.69101841,80.52191455,81.86963824
370,76.13570694,66.88250461,77.4132398,76.69919383
371,72.33477865,59.25460933,86.03067997,81.61082303
372,76.87880109,75.84877967,81.87295002,84.68206312
373,75.66028579,67.26146805,87.71239935,84.6691943
374,77.09978649,62.78226424,84.09788016,85.37836242
375,79.58923399,67.1683568,86.50126729,79.55511036
376,72.8803535,66.72729231,89.50513257,83.12493886
377,78.11484822,68.44293297,72.64027481,76.90373507
378,76.20542301,72.6323202,90.98139507,82.29017837
379,78.49923934,68.34017481,89.38297947,83.07277254
380,75.61420146,73.91403267,85.88372074,77.2545759
381,77.71478683,66.74811193,82.41701023,80.35521506
382,78.98050136,72.34275868,75.34922949,83.56691538
383,86.42595743,68.16989819,78.69685669,91.98343476
384,76.85287174,74.33517418,79.16391631,76.73717269
385,75.48110779,63.73946824,83.21927305,83.9430733
386,83.51292758,66.76121306,81.53810084,75.38332796
387,75.6195366,69.87545686,87.22744434,81.56810394
388,72.86832778,65.49372511,80.6677046,85.55637034
389,82.23927279,69.34482239,91.99240181,80.05559107
390,73.16666281,62.70801351,91.83795039,87.38110193
391,74.81491706,79.18282415,92.91136461,72.51309049
392,80.01043089,62.50730606,85.90432871,88.32546292
393,81.76496748,66.58337718,88.22488332,85.95463357
394,76.68409434,72.07194644,81.02379273,78.18035472
395,69.36028957,65.61364629,80.95437933,71.62438667
396,77.94630265,72.21439761,87.17018245,81.9519404
397,60.23220854,74.72406367,83.14395167,82.48561363
398,77.96152358,71.13970681,83.73316443,82.55327869
399,77.71946582,67.81643974,80.7184708,78.24684381
400,79.85055498,72.25373873,86.28435194,87.99507443
401,69.31614597,63.01552252,80.19597583,80.35004335
402,74.69518396,70.53499069,88.97040928,80.93152032
403,75.94944623,66.40510731,79.77559476,78.28688038
404,68.0477436,73.50191774,91.82138497,77.21391945
405,82.72122696,62.96005528,86.16075236,81.63162554
406,75.19203738,66.29915553,80.5432768,75.26920925
407,75.55115451,77.2281527,92.71903372,82.30456394
408,74.60571801,76.06257342,87.4149266,76.65377952
409,77.90395458,75.15154184,86.89670016,86.77748454
410,75.00572659,75.36122164,87.41432112,85.88847188
411,70.3923711,61.71053439,85.56969102,77.46898014
412,71.02782463,65.37307237,85.0448985,79.94808432
413,74.15488726,60.66385213,86.55495694,73.6389242
414,75.88804587,66.68372826,87.97434707,87.69496078
415,80.17964041,78.58552751,85.05609614,79.191591
416,67.08041728,68.54275574,83.86240262,74.15544165
417,77.5528845,72.32632893,90.67912563,83.50262169
418,78.70465576,72.08998809,88.9449192,82.95482921
419,81.36820703,76.35106299,84.85661631,88.80742578
420,81.46393252,75.97678327,83.25899406,84.286087
421,79.5749913,71.62286336,87.54391407,80.92315445
422,80.60740644,72.88261868,86.90506115,67.31147902
423,72.72667359,68.59667897,87.96711683,82.60053624
424,70.71097246,74.32564487,87.15379264,79.74339355
425,62.29708807,75.77636239,78.65064778,79.71203923
426,71.56832034,74.14162348,88.29320172,78.5944122
427,79.45519524,62.74545576,72.71177439,82.93289563
428,79.62603477,71.75449076,79.82829262,79.51455477
429,78.71531328,72.38338726,80.20615606,80.14832776
430,79.37712655,70.72483145,85.98487506,81.82921913
431,74.99370545,72.13432088,80.00955576,73.42432298
432,73.32688563,67.22784548,79.10221502,85.2567603
433,75.63622616,80.15626639,77.52181289,83.74238175
434,68.20537744,76.94368626,81.2082491,78.77678992
435,76.88668969,72.56354509,80.9098093,79.39801475
436,77.0544739,80.02884816,78.31005711,75.68762843
437,79.9973292,70.29263437,88.66120462,79.97669422
438,78.55326345,69.80955974,83.98111488,82.49429621
439,71.14415019,73.8821189,77.46912541,72.97289727
440,79.7162938,77.06240016,72.84041106,82.14461866
441,78.25242288,80.56030242,92.51766629,85.25744989
442,72.70948853,75.15042226,84.67081614,83.64363963
443,70.68619875,70.44987721,81.59042299,82.96841128
444,72.25887974,74.68232804,83.87245737,74.79602075
445,73.28106564,76.69179039,80.73500566,71.76327869
446,75.40209627,73.66716741,83.60916059,83.14996643
447,76.53001455,67.38197921,82.91753636,82.67404727
448,75.08401589,77.24016146,85.86572939,84.8132655
449,77.84972829,76.57294683,82.13145917,77.29006884
450,73.56946859,73.26070131,79.31816059,80.20074346
451,74.1857076,76.13435296,88.97747612,76.92339789
452,74.81280198,65.47508491,78.79827063,80.6737064
453,71.67036736,69.59780691,86.50666134,83.71512305
454,74.60662314,78.55770426,82.75744699,78.22202373
455,76.7433574,68.55211215,81.7451779,83.19076462
456,82.35827371,76.526085,84.01117145,81.85700614
457,86.85703897,80.16159187,97.10314424,77.83292276
458,69.6387413,72.15726811,87.45307484,79.41190528
459,69.19586977,70.33353498,83.06101096,81.34126371
460,70.37671189,80.85250906,82.64473285,86.21702779
461,67.94875187,82.22181448,82.35462924,88.71697577
462,72.72577655,73.15850476,82.99794587,77.53525853
463,65.51926783,76.8794225,89.4634197,77.526807
464,81.26934122,72.02366826,78.04466635,78.93826646
465,73.09356453,72.52835773,83.23230607,82.42000118
466,69.90101466,76.18406568,83.29164936,84.65021878
467,73.39502975,72.35097907,77.17035314,86.74983237
468,67.44926024,83.92925873,85.51007125,74.77211606
469,68.26480661,75.96100754,89.76242582,86.13169855
470,77.99003593,80.8780706,86.99685169,81.89676017
471,83.91957569,79.14686824,91.58764557,75.97971705
472,75.53102032,76.76825494,81.19961399,76.07485122
473,68.68889236,76.61145829,90.2220391,83.5411336
474,70.07634029,71.18327684,86.12390925,72.38929506
475,70.51742141,74.11970993,80.34419114,77.66908524
476,83.51793361,69.07018175,94.34424285,71.51233268
477,71.73443477,74.16901408,84.38026518,76.36589887
478,84.24212409,81.8779102,82.95672634,76.96582104
479,70.6993713,81.29693185,87.75282309,70.84398606
480,74.26860294,81.1543618,93.86411298,88.59806213
481,76.34032308,74.02343087,83.13633663,77.63767099
482,78.37627001,82.57939486,84.4709947,69.55710188
483,79.1216207,77.72599285,84.01504113,74.36074416
484,72.9605468,72.65406227,85.58297843,77.47757736
485,75.19343444,71.69411787,83.12327518,78.20432356
486,68.25386483,75.71318464,95.11129155,80.50607681
487,76.97317923,71.78667176,90.30464141,68.43369414
488,79.29622051,75.70906999,91.62461257,78.26474113
489,78.92183753,84.50649903,90.0212355,75.83147595
490,84.01932469,75.5135311,91.74843688,74.63861527
491,80.37138932,77.10086773,89.61521441,73.17640947
492,75.58460933,76.97450355,83.67090877,79.28124272
493,79.15673597,67.62393699,83.76035768,74.17796505
494,71.10736873,84.82138654,93.44391262,75.75912162
495,66.37125517,81.50398563,86.51966332,78.41235924
496,73.45970795,73.05954564,86.17934432,78.75518072
497,69.21128864,77.86572679,97.58349497,74.21082459
498,64.00672815,78.62721813,86.69763087,82.94102708
499,73.86826997,77.21608616,89.03551244,78.45975412
500,68.56424008,88.17714805,87.01379022,73.7574972
501,71.17357765,74.16779621,93.36962593,82.26608808
502,74.97652637,70.85622318,84.99219759,77.81475531
503,67.92660249,77.88185635,87.02912646,81.64588407
504,79.14832396,76.08790255,100.515584,73.84794257
505,76.17931991,73.08263746,85.34335082,81.48117455
506,67.86300891,89.38317645,85.88565934,81.06657774
507,63.57744756,71.66757063,86.23412969,76.11028968
508,64.68917784,76.75922707,88.58363535,80.17743917
509,75.29614063,73.67604928,93.28784552,87.24212836
510,73.00215088,68.86595994,87.48245016,72.50752416
511,69.69518899,81.54429483,94.09819273,83.39031742
512,81.08633202,76.88494993,94.87508843,80.34159881
513,73.60078385,75.72884924,86.86540871,78.21300412
514,75.15812085,76.42083752,80.80247276,77.83674234
515,77.3618418,75.56274389,88.20888421,67.17173192
516,67.9903151,84.37907918,88.68627537,75.50499057
517,71.98702839,81.6357771,85.6802112,70.55096239
518,68.42623639,78.99355406,85.44570897,79.27718313
519,65.82495564,87.43157803,84.81272371,67.49591597
520,73.80216469,73.86812077,86.88289083,67.4291917
521,79.11104248,68.83475232,91.24242708,70.88474998
522,65.78493219,84.10654097,92.07099705,75.08144179
523,73.86721426,76.21990887,86.37006781,71.72891426
524,68.6593711,71.36696553,92.73753143,68.99310011
525,72.69556539,68.17179153,92.07408989,75.97013543
526,64.27980961,77.45855375,86.42257178,77.75176013
527,66.09649867,68.60044656,78.33213417,73.29155911
528,70.94328773,70.97954343,82.10080237,68.90631253
529,65.17087694,78.59963683,81.37958511,75.47325804
530,69.3990097,70.44469581,80.31677619,77.89314255
531,66.23073778,85.44436402,87.02064183,67.70072559
532,76.4177139,79.13051926,84.3085945,73.17594638
533,68.59185592,84.66147805,80.69867356,75.36111844
534,76.9825239,70.27192872,85.26127648,67.00238537
535,65.36004461,73.23452402,85.96799479,78.68591166
536,69.68588167,74.8750229,85.99520129,70.05243241
537,68.96747739,73.44939267,89.23346898,78.69443172
